request_id,requested_by,requester_role,request_date,target_company_raw,target_company_canonical_key,target_account_match_tier,crm_account_id,crm_account_name,crm_domain_group,crm_competing_candidates,domain_hints,target_person_raw,target_person_match_tier,target_title_raw,target_title_family,deal_value_usd,urgency,declared_status,declared_path_found_flag,connector_asked,routed,asked_date,connector_responded,response_date,intro_sent,intro_date,meeting_booked,opportunity_created,derived_state,state_evidence_rank,state_evidence,state_confidence,has_terminal_evidence,owner_known,next_action_known,slack_thread_present,slack_message_count,slack_reply_count,slack_intents,slack_volunteer_offer,slack_referral_suggestion,slack_bump,slack_duplicate_query,slack_explicit_state_statement,first_reply_date,first_substantive_reply_date,last_observed_activity,days_since_activity,inactivity_bucket,potentially_stale
R1114,Yusuf Petrossian,SDR Lead,2026-02-17,Marchford Clinics,marchfordclinics,B_probable_name_exact,A1018,Marchford Clinics,,,,,T6_unmatched,Head of Platform Engineering,platform,2000000,Medium,Stalled,,Marcus Aldridge,True,2026-02-19,Y,2026-02-24,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,3,2,blocker_note; routing_challenge; unclassified,False,False,False,False,False,2026-02-19,,2026-02-24,167,30d+,True
R1115,Curtis Hartigan,"AE, Financial Services",2026-02-20,Gravenhurst Motors,gravenhurstmotors,B_probable_name_exact,A1041,Gravenhurst Motors,,,,,T6_unmatched,SVP Digital,cdo_digital,2000000,High,Intro sent,No path found,,False,,,,,,,,volunteered_no_recorded_followup,2_explicit_slack_statement,someone offered to help in Slack; no outcome row and no recorded follow-up,medium,False,False,False,True,5,4,blocker_note; possible_duplicate_query; unclassified; volunteer_offer,True,False,False,True,False,2026-02-20,2026-02-20,2026-02-22,169,30d+,True
R1116,Curtis Hartigan,"AE, Financial Services",2026-04-24,,,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,2000000,Medium,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,possible_duplicate_query; referral_suggestion; unclassified,False,True,False,True,False,2026-04-24,2026-04-24,2026-04-24,108,30d+,True
R1117,Yusuf Petrossian,SDR Lead,2026-04-11,Sablefield Motors,sablefieldmotors,B_probable_name_exact,A1005,Sablefield Motors,,,,Sloane Ingleby-Prendergast,T6_unmatched,SVP Digital,cdo_digital,250000,Low,Open,No path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,4,3,no_knowledge; possible_duplicate_query; unclassified,False,False,False,True,False,2026-04-11,,2026-04-13,119,30d+,True
R1118,Nadia Okonkwo,"AE, Industrials",2025-09-15,Priorwood Chemicals,priorwoodchemicals,B_probable_name_exact,A1030,Priorwood Chemicals,,,,,T6_unmatched,Chief Operating Officer,coo,1200000,Critical,Open,,Tomás Beckett,True,2025-09-16,Y,2025-09-17,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,2,1,routing_challenge; unclassified,False,False,False,False,False,2025-09-18,,2025-09-18,326,30d+,True
R1119,Imani Mkhize,"Enterprise AE, West",2026-06-10,,,E_unmatched,,,,,,Freya Havercamp-Drummond,T6_unmatched,VP Enterprise Architecture,,150000,Critical,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,2,1,possible_duplicate_query; unclassified,False,False,False,True,False,2026-06-11,,2026-06-11,60,30d+,True
R1120,Yusuf Petrossian,SDR Lead,2025-10-28,Duncastle Hotels,duncastlehotels,C_similar_but_distinct,,,,A1029:Duncastle Holdings(72.0),,,T6_unmatched,Chief Information Officer,cio,80000,High,Stalled,,Priya Raghunathan,True,2025-10-30,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,2,1,bump; possible_duplicate_query,False,False,True,True,False,2025-11-01,,2025-11-01,282,30d+,True
R1121,Sloane Fairweather,Strategic AE,2025-09-11,,,E_unmatched,,,,,,,T6_unmatched,VP Engineering,engineering_exec,80000,Medium,Stalled,Unknown,Marcus Aldridge,True,2025-09-17,Y,2025-09-23,Y,2025-09-26,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,2,1,no_knowledge; unclassified,False,False,False,False,False,2025-09-14,,2025-09-26,318,30d+,False
R1122,Rafael Salcedo,"AE, Transport & Logistics",2026-07-19,Gravenhurst Motors,gravenhurstmotors,B_probable_name_exact,A1041,Gravenhurst Motors,,,,,T6_unmatched,SVP Digital,cdo_digital,1200000,Low,Intro sent,No path found,Curtis Hartigan,True,2026-07-25,Y,2026-08-05,Y,2026-08-10,Y,N,meeting_booked,1_outcome_event,intro_outcomes row: meeting_booked=Y,high,True,True,True,True,2,1,unclassified; volunteer_offer,True,False,False,False,False,2026-07-20,2026-07-20,2026-08-10,0,<7d,False
R1123,Imani Mkhize,"Enterprise AE, West",2026-04-22,Brightmoor Energy,brightmoorenergy,B_probable_shared_domain_group,,,DG_brightmoorenergy.com,A91006:Brightmoor Energy Inc; A1006:Brightmoor Energy,,,T6_unmatched,VP Enterprise Architecture,,2000000,High,Routed,Unknown,Elena Duvall,True,2026-04-22,Y,2026-04-28,Y,2026-04-29,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,2,1,routing_challenge; unclassified,False,False,False,False,False,2026-04-23,,2026-04-29,103,30d+,False
R1124,Yusuf Petrossian,SDR Lead,2025-11-10,Hollowbrook Grocers,hollowbrookgrocers,B_probable_shared_domain_group,,,DG_hollowbrook.com,A1024:Hollowbrook Grocers; A91024:Hollowbrook Grocers Inc.,,,T6_unmatched,VP Engineering,engineering_exec,1200000,High,Open,No path found,Priya Raghunathan,True,2025-11-13,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,2,1,unclassified; volunteer_offer,True,False,False,False,False,2025-11-10,2025-11-10,2025-11-13,270,30d+,True
R1125,Sloane Fairweather,Strategic AE,2026-07-05,Strathmore Rail,strathmorerail,C_similar_but_distinct,,,,A1026:Strathmore Holdings(80.0),,,T6_unmatched,Chief Operating Officer,coo,400000,High,Open,Path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,4,3,bump; possible_duplicate_query; qualification_question,False,False,True,True,False,2026-07-06,,2026-07-06,35,30d+,True
R1126,Sloane Fairweather,Strategic AE,2026-03-09,Cobalt Lane,cobaltlane,C_similar_but_distinct,,,,A1038:Cobalt Lane Capital Markets(57.9),,,T6_unmatched,Chief Information Officer,cio,750000,High,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,blocker_note; bump; unclassified,False,False,True,False,False,2026-03-13,,2026-03-13,150,30d+,True
R1127,Imani Mkhize,"Enterprise AE, West",2026-05-26,Halcyon Grid,halcyongrid,B_probable_name_exact,A1008,Halcyon Grid,,,,,T6_unmatched,SVP Digital,cdo_digital,750000,High,Open,No path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,2,1,bump; no_knowledge,False,False,True,False,False,2026-05-28,,2026-05-28,74,30d+,True
R1128,Nadia Okonkwo,"AE, Industrials",2025-12-26,Kingsmere Retail Group,kingsmereretail,E_unmatched,,,,,,,T6_unmatched,VP Enterprise Architecture,,80000,Critical,Routed,Unknown,,False,,,,,,,,declared_only:Routed,3_declared_status_only,intro_requests.status='Routed' with no corroborating event evidence,low,False,False,False,True,2,1,bump; unclassified,False,False,True,False,False,2025-12-28,,2025-12-28,225,30d+,True
R1129,Nadia Okonkwo,"AE, Industrials",2026-05-06,,,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,1200000,Critical,Routed,Unknown,Marcus Aldridge,True,2026-05-07,Y,2026-05-17,Y,2026-05-19,Y,Y,opportunity_created,1_outcome_event,intro_outcomes row: opportunity_created=Y,high,True,True,True,True,3,2,possible_duplicate_query; routing_challenge; unclassified,False,False,False,True,False,2026-05-10,,2026-05-19,83,30d+,False
R1130,Sloane Fairweather,Strategic AE,2026-02-04,Blackwood Industrial,blackwoodindustrial,C_similar_but_distinct,,,,A1010:Blackwood Holdings(62.1),,Ilse Wolstenholme-Oyelaran,T6_unmatched,Director of Software Engineering,cto,80000,Low,Stalled,No path found,Tomás Beckett,True,2026-02-10,Y,2026-02-19,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,2,1,unclassified; volunteer_offer,True,False,False,False,False,2026-02-06,2026-02-06,2026-02-19,172,30d+,True
R1131,Rafael Salcedo,"AE, Transport & Logistics",2026-06-20,,,E_unmatched,,,,,,,T6_unmatched,Chief Data Officer,cdo_data,1200000,Low,Stalled,,Elena Duvall,True,2026-06-25,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,4,3,no_knowledge; referral_suggestion; routing_challenge; unclassified,False,True,False,False,False,2026-06-21,2026-06-21,2026-06-25,46,30d+,True
R1132,Sloane Fairweather,Strategic AE,2025-12-13,Strathmore Rail,strathmorerail,C_similar_but_distinct,,,,A1026:Strathmore Holdings(80.0),,,T6_unmatched,Chief Operating Officer,coo,150000,High,Routed,,,False,,,,,,,,declared_only:Routed,3_declared_status_only,intro_requests.status='Routed' with no corroborating event evidence,low,False,False,False,True,1,0,bump,False,False,True,False,False,,,2025-12-13,240,30d+,True
R1133,Sloane Fairweather,Strategic AE,2026-04-08,Marrow Point Airways,marrowpointairways,E_unmatched,,,,,,,T6_unmatched,Chief Technology Officer,cto,1200000,Low,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,2,1,possible_duplicate_query; unclassified,False,False,False,True,False,2026-04-11,,2026-04-11,121,30d+,True
R1134,Bertrand Vandermolen,"AE, EMEA",2026-03-05,,,E_unmatched,,,,,,,T6_unmatched,Chief Technology Officer,cto,1200000,High,Open,Path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,bump; routing_challenge; unclassified,False,False,True,False,False,2026-03-06,,2026-03-06,157,30d+,True
R1135,Curtis Hartigan,"AE, Financial Services",2025-12-08,,,E_unmatched,,,,,redtreefoods.com; redtreefoods.com,Ilse Oldfield-Dobrescu,T6_unmatched,Chief Digital Officer,cdo_digital,750000,High,Open,Unknown,Priya Raghunathan,True,2025-12-13,Y,2025-12-16,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2025-12-16,237,30d+,True
R1136,Nadia Okonkwo,"AE, Industrials",2026-03-14,Harrowgate Health,harrowgatehealth,B_probable_name_exact,A1050,Harrowgate Health,,,,,T6_unmatched,SVP Digital,cdo_digital,1200000,Low,Open,No path found,,False,,,,,,,,volunteered_no_recorded_followup,2_explicit_slack_statement,someone offered to help in Slack; no outcome row and no recorded follow-up,medium,False,False,False,True,3,2,qualification_question; unclassified; volunteer_offer,True,False,False,False,False,2026-03-16,2026-03-16,2026-03-17,146,30d+,True
R1137,Imani Mkhize,"Enterprise AE, West",2025-09-15,Harrowgate Health,harrowgatehealth,B_probable_name_exact,A1050,Harrowgate Health,,,,Emeka Underhill-Zubkov,T6_unmatched,Chief Digital Officer,cdo_digital,250000,High,Open,Path found,Tomás Beckett,True,2025-09-16,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,3,2,bump; no_knowledge; unclassified,False,False,True,False,False,2025-09-16,,2025-09-17,327,30d+,True
R1138,Yusuf Petrossian,SDR Lead,2026-04-06,Sablefield Motors,sablefieldmotors,B_probable_name_exact,A1005,Sablefield Motors,,,,,T6_unmatched,Chief Information Officer,cio,80000,High,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,2,1,no_knowledge; unclassified,False,False,False,False,False,2026-04-10,,2026-04-10,122,30d+,True
R1139,Bertrand Vandermolen,"AE, EMEA",2025-10-28,Brightmoor Energy,brightmoorenergy,B_probable_shared_domain_group,,,DG_brightmoorenergy.com,A91006:Brightmoor Energy Inc; A1006:Brightmoor Energy,,,T6_unmatched,VP Data & Analytics,cdo_data,1200000,Critical,Closed - no path,Path found,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,4,3,bump; possible_duplicate_query; qualification_question; routing_challenge,False,False,True,True,False,2025-10-28,,2025-11-01,282,30d+,True
R1140,Yusuf Petrossian,SDR Lead,2025-09-17,Harrowgate Health,harrowgatehealth,B_probable_name_exact,A1050,Harrowgate Health,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,80000,Low,Open,Path found,Tomás Beckett,True,2025-09-18,Y,2025-09-27,Y,2025-10-08,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,4,3,bump; qualification_question; routing_challenge; unclassified,False,False,True,False,False,2025-09-17,,2025-10-08,306,30d+,False
R1141,Curtis Hartigan,"AE, Financial Services",2025-11-25,Ironvale Steel,ironvalesteel,B_probable_name_exact,A1009,Ironvale Steel,,,,,T6_unmatched,VP Enterprise Architecture,,400000,High,Intro sent,Path found,Priya Raghunathan,True,2025-11-25,Y,2025-11-28,Y,2025-12-06,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,4,3,possible_duplicate_query; qualification_question; unclassified,False,False,False,True,False,2025-11-26,,2025-12-06,247,30d+,False
R1142,Rafael Salcedo,"AE, Transport & Logistics",2025-09-26,Marchford Clinics,marchfordclinics,B_probable_name_exact,A1018,Marchford Clinics,,,,,T6_unmatched,Chief Technology Officer,cto,2000000,Low,Stalled,,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,2,1,no_knowledge; unclassified,False,False,False,False,False,2025-09-28,,2025-09-28,316,30d+,True
R1143,Sloane Fairweather,Strategic AE,2026-03-04,Gravenhurst Motors,gravenhurstmotors,B_probable_name_exact,A1041,Gravenhurst Motors,,,,,T6_unmatched,Chief Operating Officer,coo,150000,Low,Routed,Path found,,False,,,,,,,,declared_only:Routed,3_declared_status_only,intro_requests.status='Routed' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2026-03-04,159,30d+,True
R1144,Curtis Hartigan,"AE, Financial Services",2025-08-17,Cindermill Mining,cindermillmining,C_similar_but_distinct,,,,A1025:Cindermill Holdings(74.1),,,T6_unmatched,VP Engineering,engineering_exec,400000,Critical,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,blocker_note; routing_challenge; unclassified,False,False,False,False,False,2025-08-17,,2025-08-19,356,30d+,True
R1145,Bertrand Vandermolen,"AE, EMEA",2026-04-12,,,E_unmatched,,,,,,Zaid Falkenrath-Lomsadze,T6_unmatched,SVP Digital,cdo_digital,80000,High,Stalled,,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,3,2,possible_duplicate_query; routing_challenge; unclassified,False,False,False,True,False,2026-04-12,,2026-04-12,120,30d+,True
R1146,Nadia Okonkwo,"AE, Industrials",2026-03-15,,,E_unmatched,,,,,,,T6_unmatched,Chief Operating Officer,coo,1200000,High,Intro sent,Unknown,,False,,,,,,,,declared_only:Intro sent,3_declared_status_only,intro_requests.status='Intro sent' with no corroborating event evidence,low,False,False,False,True,2,1,routing_challenge; unclassified,False,False,False,False,False,2026-03-16,,2026-03-16,147,30d+,True
R1147,Hana Nakashima,"AE, Healthcare",2026-02-11,Kingsmere Retail Group,kingsmereretail,E_unmatched,,,,,,,T6_unmatched,VP Enterprise Architecture,,1200000,Medium,Closed - no path,Unknown,Dana Whitfield,True,2026-02-16,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2026-02-16,175,30d+,True
R1148,Hana Nakashima,"AE, Healthcare",2026-04-14,Thistledown Energy,thistledownenergy,B_probable_name_exact,A1046,Thistledown Energy,,,,,T6_unmatched,Chief Information Officer,cio,150000,High,Intro sent,No path found,,False,,,,,,,,declared_only:Intro sent,3_declared_status_only,intro_requests.status='Intro sent' with no corroborating event evidence,low,False,False,False,True,4,3,referral_suggestion; routing_challenge; unclassified,False,True,False,False,False,2026-04-15,2026-04-15,2026-04-17,115,30d+,True
R1149,Rafael Salcedo,"AE, Transport & Logistics",2026-05-02,Gravenhurst Motors,gravenhurstmotors,B_probable_name_exact,A1041,Gravenhurst Motors,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,80000,Critical,Routed,Path found,Priya Raghunathan,True,2026-05-05,Y,2026-05-15,Y,2026-05-23,Y,Y,opportunity_created,1_outcome_event,intro_outcomes row: opportunity_created=Y,high,True,True,True,True,3,2,possible_duplicate_query; unclassified,False,False,False,True,False,2026-05-02,,2026-05-23,79,30d+,False
R1150,Curtis Hartigan,"AE, Financial Services",2026-03-09,Priorwood Chemicals,priorwoodchemicals,B_probable_name_exact,A1030,Priorwood Chemicals,,,,,T6_unmatched,Chief Information Officer,cio,750000,High,Stalled,Path found,Tomás Beckett,True,2026-03-09,Y,2026-03-11,Y,2026-03-16,Y,Y,opportunity_created,1_outcome_event,intro_outcomes row: opportunity_created=Y,high,True,True,True,True,2,1,bump; unclassified,False,False,True,False,False,2026-03-11,,2026-03-16,147,30d+,False
R1151,Nadia Okonkwo,"AE, Industrials",2026-07-20,Copperline Water,copperlinewater,E_unmatched,,,,,,Nadia Bellinger-Ingleby,T6_unmatched,VP Engineering,engineering_exec,250000,High,Closed - no path,,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,3,2,possible_duplicate_query; unclassified,False,False,False,True,False,2026-07-22,,2026-07-24,17,14-29d,False
R1152,Rafael Salcedo,"AE, Transport & Logistics",2025-12-18,Thistledown Energy,thistledownenergy,B_probable_name_exact,A1046,Thistledown Energy,,,,,T6_unmatched,Head of Developer Productivity,devprod,400000,High,Routed,No path found,,False,,,,,,,,declared_only:Routed,3_declared_status_only,intro_requests.status='Routed' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2025-12-18,235,30d+,True
R1153,Nadia Okonkwo,"AE, Industrials",2025-11-29,Harrowgate Health,harrowgatehealth,B_probable_name_exact,A1050,Harrowgate Health,,,,,T6_unmatched,Chief Operating Officer,coo,750000,Critical,Stalled,Unknown,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2025-11-29,254,30d+,True
R1154,Yusuf Petrossian,SDR Lead,2026-03-02,Apex Logistics Group,apexlogistics,B_probable_shared_domain_group,,,DG_apexlogistics.com,"A91001:Apex Logistics, Inc.; A1001:Apex Logistics",,,T6_unmatched,Head of Platform Engineering,platform,2000000,Critical,Stalled,Path found,Marcus Aldridge,True,2026-03-05,Y,2026-03-06,Y,2026-03-11,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,2,1,qualification_question; unclassified,False,False,False,False,False,2026-03-02,,2026-03-11,152,30d+,False
R1155,Hana Nakashima,"AE, Healthcare",2026-06-28,Vireo Systems,vireosystems,E_unmatched,,,,,,Niall Jarrold-Norrington,T6_unmatched,VP Engineering,engineering_exec,1200000,Low,Intro sent,,Elena Duvall,True,2026-07-01,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,4,3,possible_duplicate_query; qualification_question; routing_challenge; unclassified,False,False,False,True,False,2026-06-28,,2026-07-01,40,30d+,True
R1156,Hana Nakashima,"AE, Healthcare",2025-10-01,Wrenfield Robotics,wrenfieldrobotics,B_probable_name_exact,A1036,WRENFIELDROBOTICS,,,,,T6_unmatched,Head of Developer Productivity,devprod,1200000,High,Routed,Unknown,Priya Raghunathan,True,2025-10-01,Y,2025-10-09,Y,2025-10-18,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,1,0,unclassified,False,False,False,False,False,,,2025-10-18,296,30d+,False
R1157,Yusuf Petrossian,SDR Lead,2026-04-28,Harrowgate Health,harrowgatehealth,B_probable_name_exact,A1050,Harrowgate Health,,,,,T6_unmatched,VP Enterprise Architecture,,750000,Medium,Stalled,Unknown,Tomás Beckett,True,2026-05-01,Y,2026-05-09,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,4,3,blocker_note; possible_duplicate_query; qualification_question; unclassified,False,False,False,True,False,2026-04-28,,2026-05-09,93,30d+,True
R1158,Rafael Salcedo,"AE, Transport & Logistics",2025-10-30,Gravenhurst Motors,gravenhurstmotors,B_probable_name_exact,A1041,Gravenhurst Motors,,,,,T6_unmatched,Head of Platform Engineering,platform,750000,Critical,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,possible_duplicate_query; routing_challenge; unclassified,False,False,False,True,False,2025-11-02,,2025-11-03,280,30d+,True
R1159,Bertrand Vandermolen,"AE, EMEA",2025-12-11,,,E_unmatched,,,,,,,T6_unmatched,VP Enterprise Architecture,,1200000,Critical,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,blocker_note; possible_duplicate_query; unclassified,False,False,False,True,False,2025-12-11,,2025-12-13,240,30d+,True
R1160,Bertrand Vandermolen,"AE, EMEA",2026-05-22,Gravenhurst Motors,gravenhurstmotors,B_probable_name_exact,A1041,Gravenhurst Motors,,,,Gideon Fontaine-Crowther,T6_unmatched,Director of Software Engineering,cto,150000,High,Closed - no path,Path found,Priya Raghunathan,True,2026-05-26,Y,2026-06-06,Y,2026-06-14,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,3,2,no_knowledge; referral_suggestion; unclassified,False,True,False,False,False,2026-05-26,2026-05-26,2026-06-14,57,30d+,False
R1161,Bertrand Vandermolen,"AE, EMEA",2025-12-20,Northwind Freight,northwindfreight,B_probable_name_exact,A1003,Northwind Freight,,,,Malik Højgaard-Ferreira,T6_unmatched,Chief Digital Officer,cdo_digital,80000,Critical,Routed,No path found,,False,,,,,,,,declared_only:Routed,3_declared_status_only,intro_requests.status='Routed' with no corroborating event evidence,low,False,False,False,True,2,1,referral_suggestion; unclassified,False,True,False,False,False,2025-12-20,2025-12-20,2025-12-20,233,30d+,True
R1162,Curtis Hartigan,"AE, Financial Services",2026-06-02,,,E_unmatched,,,,,,,T6_unmatched,Chief Information Officer,cio,80000,High,Open,,Marcus Aldridge,True,2026-06-04,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,2,1,no_knowledge; unclassified,False,False,False,False,False,2026-06-02,,2026-06-04,67,30d+,True
R1163,Curtis Hartigan,"AE, Financial Services",2026-03-25,Osric Networks,osricnetworks,B_probable_name_exact,A1044,Osric Networks,,,,,T6_unmatched,Chief Data Officer,cdo_data,400000,High,Open,No path found,Elena Duvall,True,2026-03-27,Y,2026-04-01,Y,2026-04-02,Y,Y,opportunity_created,1_outcome_event,intro_outcomes row: opportunity_created=Y,high,True,True,True,True,4,3,no_knowledge; possible_duplicate_query; unclassified; volunteer_offer,True,False,False,True,False,2026-03-25,2026-03-27,2026-04-02,130,30d+,False
R1164,Hana Nakashima,"AE, Healthcare",2025-08-06,,,E_unmatched,,,,,thornburyfinancial.com; thornburyfinancial.com,Marisol Glückstein-Havercamp,T6_unmatched,Director of Software Engineering,cto,150000,Low,Intro sent,Unknown,,False,,,,,,,,declared_only:Intro sent,3_declared_status_only,intro_requests.status='Intro sent' with no corroborating event evidence,low,False,False,False,True,4,3,bump; routing_challenge; unclassified,False,False,True,False,False,2025-08-06,,2025-08-09,366,30d+,True
R1165,Sloane Fairweather,Strategic AE,2026-04-30,Pemberton Retail,pembertonretail,B_probable_name_exact,A1023,Pemberton Retail,,,,,T6_unmatched,Head of Platform Engineering,platform,80000,Low,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2026-04-30,102,30d+,True
R1166,Rafael Salcedo,"AE, Transport & Logistics",2025-11-08,Vireo Systems,vireosystems,E_unmatched,,,,,,,T6_unmatched,Chief Operating Officer,coo,750000,High,Closed - no path,Path found,Elena Duvall,True,2025-11-13,Y,2025-11-21,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2025-11-21,262,30d+,True
R1167,Nadia Okonkwo,"AE, Industrials",2026-01-15,Osric Networks,osricnetworks,B_probable_name_exact,A1044,Osric Networks,,,,Desmond Wexford-Norrington,T6_unmatched,Director of Software Engineering,cto,250000,Critical,Stalled,No path found,Priya Raghunathan,True,2026-01-17,Y,2026-01-21,Y,2026-01-31,Y,N,meeting_booked,1_outcome_event,intro_outcomes row: meeting_booked=Y,high,True,True,True,True,4,3,bump; qualification_question; unclassified; volunteer_offer,True,False,True,False,False,2026-01-15,2026-01-16,2026-01-31,191,30d+,False
R1168,Bertrand Vandermolen,"AE, EMEA",2026-07-22,Meridian Peak Foods,meridianpeakfoods,C_similar_but_distinct,,,,A1034:Meridian Holdings(59.3),,,T6_unmatched,VP Engineering,engineering_exec,750000,Medium,Open,Path found,Priya Raghunathan,True,2026-07-23,Y,2026-07-24,Y,2026-08-04,Y,Y,opportunity_created,1_outcome_event,intro_outcomes row: opportunity_created=Y,high,True,True,True,True,4,3,bump; qualification_question; unclassified,False,False,True,False,False,2026-07-24,,2026-08-04,6,<7d,False
R1169,Curtis Hartigan,"AE, Financial Services",2026-07-10,Yarrowdale Media,yarrowdalemedia,B_probable_name_exact,A1028,Yarrowdale Media,,,,,T6_unmatched,VP Data & Analytics,cdo_data,150000,High,Stalled,No path found,Bertrand Vandermolen,True,2026-07-12,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,True,True,2,1,unclassified; volunteer_offer,True,False,False,False,False,2026-07-10,2026-07-10,2026-07-12,29,14-29d,False
R1170,Hana Nakashima,"AE, Healthcare",2025-09-10,Osric Networks,osricnetworks,B_probable_name_exact,A1044,Osric Networks,,,,,T6_unmatched,SVP Digital,cdo_digital,1200000,High,Open,No path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2025-09-10,334,30d+,True
