request_id,request_date,connector,connector_type,connector_reachable,edge_type,target_entity,target_entity_title,target_entity_company,same_title_family,source_file,relationship_date,recency_days_at_request,availability,confidence,limitations
R1102,2025-10-27,Yusuf Vasquez,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,2014-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1102,2025-10-27,Bertrand Lomsadze,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,2013-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1102,2025-10-27,Tomás Dobrescu,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,2013-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1104,2025-12-20,Tomás Beckett,Internal,True,export_colleague_at_target_account,Sunniva Højgaard,Chief Digital Officer,Ellerby Semiconductor,False,connections_beckett.csv,2016-10-23,3345.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1104,2025-12-20,Dana Whitfield,Internal,True,export_colleague_at_target_account,Sunniva Højgaard,Chief Digital Officer,Ellerby Semiconductor,False,connections_whitfield.csv,2014-07-24,4167.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1104,2025-12-20,Matteo Ferreira-Yarrow,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Ellerby Semiconductor,,Ellerby Semiconductor,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1104,2025-12-20,Otto Højgaard-Ferreira,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Ellerby Semiconductor,,Ellerby Semiconductor,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1104,2025-12-20,Bertrand Achterberg-Quillane,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Ellerby Semiconductor,,Ellerby Semiconductor,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1104,2025-12-20,Freya Oldfield-Ibarra,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Ellerby Semiconductor,,Ellerby Semiconductor,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1104,2025-12-20,Sunniva Højgaard,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Ellerby Semiconductor,,Ellerby Semiconductor,False,investor_network.csv,2013-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1107,2025-11-05,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Arjun Cathcart,Head of Developer Productivity,Vireo Systems,True,connections_aldridge.csv,2025-10-27,9.0,time_aware_available,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1107,2025-11-05,Elena Duvall,Advisor,True,export_colleague_at_target_account,Arjun Cathcart,Head of Developer Productivity,Vireo Systems,True,connections_duvall.csv,2026-01-23,-79.0,post_dates_request,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1107,2025-11-05,Priya Raghunathan,Investor/Advisor,True,investor_portfolio_board_seat,Vireo Systems,,Vireo Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership.
R1107,2025-11-05,Amara Brenneman-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Vireo Systems,,Vireo Systems,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1108,2025-10-09,Elena Duvall,Advisor,True,export_colleague_at_target_account,Priya Fairweather,Head of Platform Engineering,Gravenhurst Motors,False,connections_duvall.csv,2018-07-13,2645.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1108,2025-10-09,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Priya Fairweather,Head of Platform Engineering,Gravenhurst Motors,False,connections_raghunathan.csv,2016-11-20,3245.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1108,2025-10-09,Priya Raghunathan,Investor/Advisor,True,investor_portfolio,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown.
R1108,2025-10-09,Amara Brenneman-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1108,2025-10-09,Priya Fairweather,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,2014-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1111,2026-01-29,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Sabine Dellinger,Chief Data Officer,Vantage Ridge Utilities,False,connections_aldridge.csv,2022-12-23,1133.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1111,2026-01-29,Tomás Beckett,Internal,True,export_colleague_at_target_account,Sabine Dellinger,Chief Data Officer,Vantage Ridge Utilities,False,connections_beckett.csv,2024-11-09,446.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1111,2026-01-29,Ravi Underhill-Halloran,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Vantage Ridge Utilities,,Vantage Ridge Utilities,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1113,2026-02-01,Tomás Beckett,Internal,True,export_colleague_at_target_account,Kofi Mkhize,VP Engineering,Kingsmere Retail Group,False,connections_beckett.csv,2016-03-26,3599.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1113,2026-02-01,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Saoirse Quillane,VP Data & Analytics,Kingsmere Retail Group,False,connections_raghunathan.csv,2021-10-27,1558.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1113,2026-02-01,Owen Trask,Investor,True,export_colleague_at_target_account,Kofi Mkhize,VP Engineering,Kingsmere Retail Group,False,connections_trask.csv,2016-05-20,3544.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1113,2026-02-01,Dana Whitfield,Internal,True,export_colleague_at_target_account,Saoirse Quillane,VP Data & Analytics,Kingsmere Retail Group,False,connections_whitfield.csv,2023-12-11,783.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1113,2026-02-01,Kofi Mkhize,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Kingsmere Retail Group,,Kingsmere Retail Group,False,investor_network.csv,2012-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1114,2026-02-17,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Kofi Jarrold,Chief Information Officer,Marchford Clinics,False,connections_aldridge.csv,2023-09-18,883.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1114,2026-02-17,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Teodor Zubkov,Program Manager,Marchford Clinics,False,connections_raghunathan.csv,2020-12-24,1881.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1114,2026-02-17,Owen Trask,Investor,True,export_colleague_at_target_account,Teodor Zubkov,Program Manager,Marchford Clinics,False,connections_trask.csv,2020-05-24,2095.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1115,2026-02-20,Elena Duvall,Advisor,True,export_colleague_at_target_account,Priya Fairweather,Head of Platform Engineering,Gravenhurst Motors,False,connections_duvall.csv,2018-07-13,2779.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1115,2026-02-20,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Priya Fairweather,Head of Platform Engineering,Gravenhurst Motors,False,connections_raghunathan.csv,2016-11-20,3379.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1115,2026-02-20,Priya Raghunathan,Investor/Advisor,True,investor_portfolio,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown.
R1115,2026-02-20,Amara Brenneman-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1115,2026-02-20,Priya Fairweather,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,2014-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1118,2025-09-15,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Margot Havercamp,Director of Software Engineering,Priorwood Chemicals,False,connections_aldridge.csv,2014-03-11,4206.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1118,2025-09-15,Tomás Beckett,Internal,True,export_colleague_at_target_account,Curtis Marchetti,VP Enterprise Architecture,Priorwood Chemicals,False,connections_beckett.csv,2014-07-13,4082.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1118,2025-09-15,Tomás Beckett,Internal,True,export_colleague_at_target_account,Margot Havercamp,Director of Software Engineering,Priorwood Chemicals,False,connections_beckett.csv,2015-01-12,3899.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1118,2025-09-15,Elena Duvall,Advisor,True,export_colleague_at_target_account,Curtis Marchetti,VP Enterprise Architecture,Priorwood Chemicals,False,connections_duvall.csv,2014-02-22,4223.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1118,2025-09-15,Otto Cathcart-Brenneman,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Priorwood Chemicals,,Priorwood Chemicals,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1118,2025-09-15,Margot Havercamp,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Priorwood Chemicals,,Priorwood Chemicals,False,investor_network.csv,2011-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1118,2025-09-15,Curtis Marchetti,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Priorwood Chemicals,,Priorwood Chemicals,False,investor_network.csv,2010-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1120,2025-10-28,Priya Raghunathan,Investor/Advisor,True,investor_portfolio_board_seat,Duncastle Hotels,,Duncastle Hotels,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership.
R1120,2025-10-28,Amara Brenneman-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Duncastle Hotels,,Duncastle Hotels,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1120,2025-10-28,Renata Halloran-Quillane,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Duncastle Hotels,,Duncastle Hotels,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1120,2025-10-28,Matteo Ferreira-Yarrow,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Duncastle Hotels,,Duncastle Hotels,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1120,2025-10-28,Matteo Falkenrath-Merriweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Duncastle Hotels,,Duncastle Hotels,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1122,2026-07-19,Elena Duvall,Advisor,True,export_colleague_at_target_account,Priya Fairweather,Head of Platform Engineering,Gravenhurst Motors,False,connections_duvall.csv,2018-07-13,2928.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1122,2026-07-19,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Priya Fairweather,Head of Platform Engineering,Gravenhurst Motors,False,connections_raghunathan.csv,2016-11-20,3528.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1122,2026-07-19,Priya Raghunathan,Investor/Advisor,True,investor_portfolio,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown.
R1122,2026-07-19,Amara Brenneman-Fairweather,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1122,2026-07-19,Priya Fairweather,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Gravenhurst Motors,,Gravenhurst Motors,False,investor_network.csv,2014-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1123,2026-04-22,Elena Duvall,Advisor,True,export_colleague_at_target_account,Idris Drummond,Chief Digital Officer,Brightmoor Energy,False,connections_duvall.csv,2017-07-02,3216.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1123,2026-04-22,Idris Drummond,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Brightmoor Energy,,Brightmoor Energy,False,investor_network.csv,2015-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1124,2025-11-10,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Freya Havercamp,Staff Engineer,Hollowbrook Grocers,False,connections_raghunathan.csv,2022-05-16,1274.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1124,2025-11-10,Dana Whitfield,Internal,True,export_colleague_at_target_account,Freya Havercamp,Staff Engineer,Hollowbrook Grocers,False,connections_whitfield.csv,2020-12-25,1781.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1124,2025-11-10,Priya Raghunathan,Investor/Advisor,True,investor_portfolio_board_seat,Hollowbrook Grocers,,Hollowbrook Grocers,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership.
R1124,2025-11-10,Arjun Fairweather-Brenneman,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Hollowbrook Grocers,,Hollowbrook Grocers,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1124,2025-11-10,Priya Dobrescu-Prendergast,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Hollowbrook Grocers,,Hollowbrook Grocers,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1125,2026-07-05,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Tomás Dobrescu,VP Engineering,Strathmore Rail,False,connections_aldridge.csv,2018-12-16,2758.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1125,2026-07-05,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Yusuf Vasquez,Director of Software Engineering,Strathmore Rail,False,connections_aldridge.csv,2015-08-28,3964.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1125,2026-07-05,Tomás Beckett,Internal,True,export_colleague_at_target_account,Tomás Dobrescu,VP Engineering,Strathmore Rail,False,connections_beckett.csv,2017-12-20,3119.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1125,2026-07-05,Tomás Beckett,Internal,True,export_colleague_at_target_account,Bertrand Lomsadze,Chief Digital Officer,Strathmore Rail,False,connections_beckett.csv,2015-09-22,3939.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1125,2026-07-05,Elena Duvall,Advisor,True,export_colleague_at_target_account,Yusuf Vasquez,Director of Software Engineering,Strathmore Rail,False,connections_duvall.csv,2015-02-06,4167.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1125,2026-07-05,Elena Duvall,Advisor,True,export_colleague_at_target_account,Bertrand Lomsadze,Chief Digital Officer,Strathmore Rail,False,connections_duvall.csv,2017-03-25,3389.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1125,2026-07-05,Freya Oldfield-Ibarra,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1125,2026-07-05,Yusuf Vasquez,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,2014-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1125,2026-07-05,Bertrand Lomsadze,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,2013-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1125,2026-07-05,Tomás Dobrescu,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,2013-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1128,2025-12-26,Tomás Beckett,Internal,True,export_colleague_at_target_account,Kofi Mkhize,VP Engineering,Kingsmere Retail Group,False,connections_beckett.csv,2016-03-26,3562.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1128,2025-12-26,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Saoirse Quillane,VP Data & Analytics,Kingsmere Retail Group,False,connections_raghunathan.csv,2021-10-27,1521.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1128,2025-12-26,Owen Trask,Investor,True,export_colleague_at_target_account,Kofi Mkhize,VP Engineering,Kingsmere Retail Group,False,connections_trask.csv,2016-05-20,3507.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1128,2025-12-26,Dana Whitfield,Internal,True,export_colleague_at_target_account,Saoirse Quillane,VP Data & Analytics,Kingsmere Retail Group,False,connections_whitfield.csv,2023-12-11,746.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1128,2025-12-26,Kofi Mkhize,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Kingsmere Retail Group,,Kingsmere Retail Group,False,investor_network.csv,2012-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1130,2026-02-04,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Bram Quillane,Head of Developer Productivity,Blackwood Industrial,False,connections_aldridge.csv,2026-11-10,-279.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1130,2026-02-04,Tomás Beckett,Internal,True,export_colleague_at_target_account,Marcus Højgaard,Chief Technology Officer,Blackwood Industrial,True,connections_beckett.csv,2015-01-02,4051.0,time_aware_available,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1130,2026-02-04,Elena Duvall,Advisor,True,export_colleague_at_target_account,Bram Quillane,Head of Developer Productivity,Blackwood Industrial,False,connections_duvall.csv,2028-06-16,-863.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1130,2026-02-04,Elena Duvall,Advisor,True,export_colleague_at_target_account,Saoirse Yarrow,Head of Innovation,Blackwood Industrial,False,connections_duvall.csv,2019-02-04,2557.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1130,2026-02-04,Owen Trask,Investor,True,export_colleague_at_target_account,Marcus Højgaard,Chief Technology Officer,Blackwood Industrial,True,connections_trask.csv,2017-04-20,3212.0,time_aware_available,medium,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1130,2026-02-04,Otto Cathcart-Brenneman,Investor/Advisor (not on roster or in exports),False,investor_portfolio_board_seat,Blackwood Industrial,,Blackwood Industrial,False,investor_network.csv,,,snapshot_only_historical_unknown,medium,Candidate path visible in supplied current snapshot; historical availability unknown. Board seat implies direct access to leadership. Connector is not on the roster and appears in no export: reachability unproven.
R1130,2026-02-04,Marcus Højgaard,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Blackwood Industrial,,Blackwood Industrial,False,investor_network.csv,2014-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1132,2025-12-13,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Tomás Dobrescu,VP Engineering,Strathmore Rail,False,connections_aldridge.csv,2018-12-16,2554.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1132,2025-12-13,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Yusuf Vasquez,Director of Software Engineering,Strathmore Rail,False,connections_aldridge.csv,2015-08-28,3760.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1132,2025-12-13,Tomás Beckett,Internal,True,export_colleague_at_target_account,Tomás Dobrescu,VP Engineering,Strathmore Rail,False,connections_beckett.csv,2017-12-20,2915.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1132,2025-12-13,Tomás Beckett,Internal,True,export_colleague_at_target_account,Bertrand Lomsadze,Chief Digital Officer,Strathmore Rail,False,connections_beckett.csv,2015-09-22,3735.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1132,2025-12-13,Elena Duvall,Advisor,True,export_colleague_at_target_account,Yusuf Vasquez,Director of Software Engineering,Strathmore Rail,False,connections_duvall.csv,2015-02-06,3963.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1132,2025-12-13,Elena Duvall,Advisor,True,export_colleague_at_target_account,Bertrand Lomsadze,Chief Digital Officer,Strathmore Rail,False,connections_duvall.csv,2017-03-25,3185.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1132,2025-12-13,Freya Oldfield-Ibarra,Investor/Advisor (not on roster or in exports),False,investor_portfolio,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,,,snapshot_only_historical_unknown,low,Candidate path visible in supplied current snapshot; historical availability unknown. Connector is not on the roster and appears in no export: reachability unproven.
R1132,2025-12-13,Yusuf Vasquez,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,2014-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1132,2025-12-13,Bertrand Lomsadze,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,2013-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1132,2025-12-13,Tomás Dobrescu,Investor/Advisor (not on roster or in exports),False,investor_alumni_prior_employer,Strathmore Rail,,Strathmore Rail,False,investor_network.csv,2013-01-01,,time_aware_available,low,Alumni relationship inferred from prior employment (year-only dates); whether live contacts remain inside the account is unknown.
R1136,2026-03-14,Marcus Aldridge,Advisor,True,export_colleague_at_target_account,Marcus Salcedo,Director of Software Engineering,Harrowgate Health,False,connections_aldridge.csv,2024-04-17,696.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1136,2026-03-14,Tomás Beckett,Internal,True,export_colleague_at_target_account,Marcus Salcedo,Director of Software Engineering,Harrowgate Health,False,connections_beckett.csv,2026-03-16,-2.0,post_dates_request,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1136,2026-03-14,Priya Raghunathan,Investor,True,export_colleague_at_target_account,Amara Thackeray,Chief Operating Officer,Harrowgate Health,False,connections_raghunathan.csv,2018-10-25,2697.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1136,2026-03-14,Owen Trask,Investor,True,export_colleague_at_target_account,Ingrid Marchetti,Head of Developer Productivity,Harrowgate Health,False,connections_trask.csv,2016-01-02,3724.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1136,2026-03-14,Dana Whitfield,Internal,True,export_colleague_at_target_account,Amara Thackeray,Chief Operating Officer,Harrowgate Health,False,connections_whitfield.csv,2016-11-21,3400.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
R1136,2026-03-14,Dana Whitfield,Internal,True,export_colleague_at_target_account,Ingrid Marchetti,Head of Developer Productivity,Harrowgate Health,False,connections_whitfield.csv,2017-10-05,3082.0,time_aware_available,low,"Connection is to a colleague at the target account, not the requested person; onward reachability inside the account is unknown."
