person_key,identity_basis,normalized_name,display_name,profile_urls,organizations,titles,appears_in_exports,export_rows,distinct_orgs,conflicting_affiliation,missing_profile_url
linkedin.com/in/marcus-dellinger-4459,profile_url,marcus dellinger,Marcus Dellinger,linkedin.com/in/marcus-dellinger-4459,Vespermill Analytics,Product Director,Marcus Aldridge,1,1,False,0
name:marcus dobrescu,name_only,marcus dobrescu,Marcus Dobrescu,,Whitlock Staffing,Head of Platform Engineering,Tomás Beckett,1,1,False,1
linkedin.com/in/marcus-dobrescu-isenberg-3072,profile_url,marcus dobrescu isenberg,Marcus Dobrescu-Isenberg,linkedin.com/in/marcus-dobrescu-isenberg-3072,Garrowby Books,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-drummond-9165,profile_url,marcus drummond,Marcus Drummond,linkedin.com/in/marcus-drummond-9165,Xanthe Labs,Director of IT,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-drummond-norrington-4449,profile_url,marcus drummond norrington,Marcus Drummond-Norrington,linkedin.com/in/marcus-drummond-norrington-4449,Rooksby Legal,Product Director,Elena Duvall,1,1,False,0
name:marcus eastcott,name_only,marcus eastcott,Marcus Eastcott,,Bellchamber Media,Program Manager,Marcus Aldridge,1,1,False,1
linkedin.com/in/marcus-egerton-8559,profile_url,marcus egerton,Marcus Egerton,linkedin.com/in/marcus-egerton-8559,Xanthe Labs,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-fairweather-6282,profile_url,marcus fairweather,Marcus Fairweather,linkedin.com/in/marcus-fairweather-6282,Corbridge Realty,Platform Lead,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-falkenrath-1718,profile_url,marcus falkenrath,Marcus Falkenrath,linkedin.com/in/marcus-falkenrath-1718,Ondermark Consulting,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/marcus-ferreira-8378,profile_url,marcus ferreira,Marcus Ferreira,linkedin.com/in/marcus-ferreira-8378,Fairbourne Fitness,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-fontaine-6453,profile_url,marcus fontaine,Marcus Fontaine,linkedin.com/in/marcus-fontaine-6453,Bellchamber Media,Principal Architect,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-gluckstein-3279,profile_url,marcus gluckstein,Marcus Glückstein,linkedin.com/in/marcus-gluckstein-3279,Fairbourne Fitness,Platform Lead,Tomás Beckett,1,1,False,0
name:marcus grimsby,name_only,marcus grimsby,Marcus Grimsby,,Zenner Foods,Director of Software Engineering,Marcus Aldridge,1,1,False,1
linkedin.com/in/marcus-grimsby-kettleborough-5117,profile_url,marcus grimsby kettleborough,Marcus Grimsby-Kettleborough,linkedin.com/in/marcus-grimsby-kettleborough-5117,Yardley Print,Head of Developer Productivity,Elena Duvall,1,1,False,0
linkedin.com/in/marcus-halloran-3997,profile_url,marcus halloran,Marcus Halloran,linkedin.com/in/marcus-halloran-3997,Xanthe Labs,Head of Automation,Priya Raghunathan,1,1,False,0
linkedin.com/in/marcus-halloran-dellinger-1364,profile_url,marcus halloran dellinger,Marcus Halloran-Dellinger,linkedin.com/in/marcus-halloran-dellinger-1364,Pale Harbour Studio,Head of Platform Engineering,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-hartigan-2589,profile_url,marcus hartigan,Marcus Hartigan,linkedin.com/in/marcus-hartigan-2589,Zenner Foods,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-havercamp-6198,profile_url,marcus havercamp,Marcus Havercamp,linkedin.com/in/marcus-havercamp-6198,Whitlock Staffing,Principal Architect,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-hojgaard-8105,profile_url,marcus hojgaard,Marcus Højgaard,linkedin.com/in/marcus-hojgaard-8105,Blackwood Industrial,Chief Technology Officer,Owen Trask; Tomás Beckett,2,1,False,0
linkedin.com/in/marcus-hojgaard-yarrow-1943,profile_url,marcus hojgaard yarrow,Marcus Højgaard-Yarrow,linkedin.com/in/marcus-hojgaard-yarrow-1943,Yardley Print,Chief Information Officer,Elena Duvall,1,1,False,0
linkedin.com/in/marcus-ibarra-9739,profile_url,marcus ibarra,Marcus Ibarra,linkedin.com/in/marcus-ibarra-9739,Tannerly Design,Principal Architect,Priya Raghunathan,1,1,False,0
linkedin.com/in/marcus-ingleby-8065,profile_url,marcus ingleby,Marcus Ingleby,linkedin.com/in/marcus-ingleby-8065,Tannerly Design,Head of Automation,Marcus Aldridge,1,1,False,0
name:marcus isenberg,name_only,marcus isenberg,Marcus Isenberg,,Xanthe Labs,Chief Digital Officer,Marcus Aldridge,1,1,False,1
linkedin.com/in/marcus-jarrold-2701,profile_url,marcus jarrold,Marcus Jarrold,linkedin.com/in/marcus-jarrold-2701,Ambrose Trading,VP Engineering,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-kettleborough-2445,profile_url,marcus kettleborough,Marcus Kettleborough,linkedin.com/in/marcus-kettleborough-2445,Zenner Foods,Principal Architect,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-kirkbride-5218,profile_url,marcus kirkbride,Marcus Kirkbride,linkedin.com/in/marcus-kirkbride-5218,Tannerly Design,Staff Engineer,Priya Raghunathan,1,1,False,0
linkedin.com/in/marcus-lindqvist-7160,profile_url,marcus lindqvist,Marcus Lindqvist,linkedin.com/in/marcus-lindqvist-7160,Elmsworth Tutors,VP Engineering,Priya Raghunathan,1,1,False,0
linkedin.com/in/marcus-lomsadze-4175,profile_url,marcus lomsadze,Marcus Lomsadze,linkedin.com/in/marcus-lomsadze-4175,Inglenook Bakery,Head of Platform Engineering,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-marchetti-7314,profile_url,marcus marchetti,Marcus Marchetti,linkedin.com/in/marcus-marchetti-7314,Corbridge Realty,Staff Engineer,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-merriweather-2295,profile_url,marcus merriweather,Marcus Merriweather,linkedin.com/in/marcus-merriweather-2295,Marlowe Freight Systems,Chief Data Officer,Marcus Aldridge,1,1,False,0
name:marcus merriweather ibarra,name_only,marcus merriweather ibarra,Marcus Merriweather-Ibarra,,Tannerly Design,Director of IT,Elena Duvall,1,1,False,1
linkedin.com/in/marcus-mkhize-8065,profile_url,marcus mkhize,Marcus Mkhize,linkedin.com/in/marcus-mkhize-8065,Inglenook Bakery,Head of Innovation,Marcus Aldridge,1,1,False,0
linkedin.com/in/marcus-mkhize-drummond-1317,profile_url,marcus mkhize drummond,Marcus Mkhize-Drummond,linkedin.com/in/marcus-mkhize-drummond-1317,Zenner Foods,Chief Technology Officer,Owen Trask,1,1,False,0
linkedin.com/in/marcus-mkhize-quillane-1884,profile_url,marcus mkhize quillane,Marcus Mkhize-Quillane,linkedin.com/in/marcus-mkhize-quillane-1884,Highmoor Cycles,"Senior Manager, Engineering",Tomás Beckett,1,1,False,0
name:marcus nakashima,name_only,marcus nakashima,Marcus Nakashima,,Whitlock Staffing,Staff Engineer,Tomás Beckett,1,1,False,1
linkedin.com/in/marcus-norrington-5119,profile_url,marcus norrington,Marcus Norrington,linkedin.com/in/marcus-norrington-5119,Ondermark Consulting,VP Enterprise Architecture,Marcus Aldridge,1,1,False,0
linkedin.com/in/marcus-okonkwo-3371,profile_url,marcus okonkwo,Marcus Okonkwo,linkedin.com/in/marcus-okonkwo-3371,Quintrell Advisory,Program Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-oldfield-8125,profile_url,marcus oldfield,Marcus Oldfield,linkedin.com/in/marcus-oldfield-8125,Corbridge Realty,Chief Digital Officer,Dana Whitfield,1,1,False,0
name:marcus oldfield vasquez,name_only,marcus oldfield vasquez,Marcus Oldfield-Vasquez,,Corbridge Realty,Platform Lead,Tomás Beckett,1,1,False,1
linkedin.com/in/marcus-oyelaran-9225,profile_url,marcus oyelaran,Marcus Oyelaran,linkedin.com/in/marcus-oyelaran-9225,Whitlock Staffing,Head of Automation,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-petrossian-6878,profile_url,marcus petrossian,Marcus Petrossian,linkedin.com/in/marcus-petrossian-6878,Tannerly Design,Director of IT,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-prendergast-6983,profile_url,marcus prendergast,Marcus Prendergast,linkedin.com/in/marcus-prendergast-6983,Ambrose Trading,VP Engineering,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-quillane-2132,profile_url,marcus quillane,Marcus Quillane,linkedin.com/in/marcus-quillane-2132,Elmsworth Tutors,Chief Data Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-rushworth-7910,profile_url,marcus rushworth,Marcus Rushworth,linkedin.com/in/marcus-rushworth-7910,Bellchamber Media,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/marcus-salcedo-1696,profile_url,marcus salcedo,Marcus Salcedo,linkedin.com/in/marcus-salcedo-1696,Harrowgate Health,Director of Software Engineering,Marcus Aldridge; Tomás Beckett,2,1,False,0
linkedin.com/in/marcus-sandoval-5663,profile_url,marcus sandoval,Marcus Sandoval,linkedin.com/in/marcus-sandoval-5663,Corbridge Realty,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/marcus-thackeray-8585,profile_url,marcus thackeray,Marcus Thackeray,linkedin.com/in/marcus-thackeray-8585,Ondermark Consulting,Head of Innovation,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-underhill-7406,profile_url,marcus underhill,Marcus Underhill,linkedin.com/in/marcus-underhill-7406,Ondermark Consulting,Head of Innovation,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-vandermolen-7470,profile_url,marcus vandermolen,Marcus Vandermolen,linkedin.com/in/marcus-vandermolen-7470,Bellchamber Media,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/marcus-vasquez-4596,profile_url,marcus vasquez,Marcus Vasquez,linkedin.com/in/marcus-vasquez-4596,Fairbourne Fitness,Platform Lead,Dana Whitfield,1,1,False,0
linkedin.com/in/marcus-wexford-1448,profile_url,marcus wexford,Marcus Wexford,linkedin.com/in/marcus-wexford-1448,Tannerly Design,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/marcus-wolstenholme-3319,profile_url,marcus wolstenholme,Marcus Wolstenholme,linkedin.com/in/marcus-wolstenholme-3319,Ondermark Consulting,Platform Lead,Priya Raghunathan,1,1,False,0
linkedin.com/in/marcus-yarrow-5313,profile_url,marcus yarrow,Marcus Yarrow,linkedin.com/in/marcus-yarrow-5313,Inglenook Bakery,Chief Information Officer,Priya Raghunathan,1,1,False,0
linkedin.com/in/marcus-zettergren-1360,profile_url,marcus zettergren,Marcus Zettergren,linkedin.com/in/marcus-zettergren-1360,Yardley Print,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/marcus-zubkov-6170,profile_url,marcus zubkov,Marcus Zubkov,linkedin.com/in/marcus-zubkov-6170,Garrowby Books,Chief Data Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-achterberg-1647,profile_url,margot achterberg,Margot Achterberg,linkedin.com/in/margot-achterberg-1647,Highmoor Cycles,Staff Engineer,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-ashdown-7500,profile_url,margot ashdown,Margot Ashdown,linkedin.com/in/margot-ashdown-7500,Inglenook Bakery,Product Director,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-balogun-2165,profile_url,margot balogun,Margot Balogun,linkedin.com/in/margot-balogun-2165,Underwood & Vale,Engineering Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/margot-balogun-petrossian-7323,profile_url,margot balogun petrossian,Margot Balogun-Petrossian,linkedin.com/in/margot-balogun-petrossian-7323,Quintrell Advisory,Chief Technology Officer,Elena Duvall,1,1,False,0
linkedin.com/in/margot-balogun-vasquez-6624,profile_url,margot balogun vasquez,Margot Balogun-Vasquez,linkedin.com/in/margot-balogun-vasquez-6624,Bellchamber Media,Chief Digital Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-bellinger-1401,profile_url,margot bellinger,Margot Bellinger,linkedin.com/in/margot-bellinger-1401,Quintrell Advisory,Chief Operating Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-brenneman-3338,profile_url,margot brenneman,Margot Brenneman,linkedin.com/in/margot-brenneman-3338,Inglenook Bakery,Chief Information Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-cardoso-9625,profile_url,margot cardoso,Margot Cardoso,linkedin.com/in/margot-cardoso-9625,Xanthe Labs,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-cathcart-3906,profile_url,margot cathcart,Margot Cathcart,linkedin.com/in/margot-cathcart-3906,Elmsworth Tutors,Chief Data Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-crowther-6491,profile_url,margot crowther,Margot Crowther,linkedin.com/in/margot-crowther-6491,Underwood & Vale,Chief Data Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-dellinger-3145,profile_url,margot dellinger,Margot Dellinger,linkedin.com/in/margot-dellinger-3145,Vespermill Analytics,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-dellinger-egerton-1987,profile_url,margot dellinger egerton,Margot Dellinger-Egerton,linkedin.com/in/margot-dellinger-egerton-1987,Yardley Print,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-dobrescu-8114,profile_url,margot dobrescu,Margot Dobrescu,linkedin.com/in/margot-dobrescu-8114,Pale Harbour Studio,Chief Information Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-drummond-8156,profile_url,margot drummond,Margot Drummond,linkedin.com/in/margot-drummond-8156,Rooksby Legal,Head of Automation,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-eastcott-3526,profile_url,margot eastcott,Margot Eastcott,linkedin.com/in/margot-eastcott-3526,Underwood & Vale,Product Director,Priya Raghunathan,1,1,False,0
linkedin.com/in/margot-egerton-1599,profile_url,margot egerton,Margot Egerton,linkedin.com/in/margot-egerton-1599,Yardley Print,Engineering Manager,Dana Whitfield,1,1,False,0
name:margot fairweather,name_only,margot fairweather,Margot Fairweather,,Pale Harbour Studio,SVP Digital,Marcus Aldridge,1,1,False,1
linkedin.com/in/margot-falkenrath-3592,profile_url,margot falkenrath,Margot Falkenrath,linkedin.com/in/margot-falkenrath-3592,Garrowby Books,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-falkenrath-lindqvist-9521,profile_url,margot falkenrath lindqvist,Margot Falkenrath-Lindqvist,linkedin.com/in/margot-falkenrath-lindqvist-9521,Ondermark Consulting,VP Engineering,Elena Duvall,1,1,False,0
linkedin.com/in/margot-ferreira-5045,profile_url,margot ferreira,Margot Ferreira,linkedin.com/in/margot-ferreira-5045,Tannerly Design,VP Data & Analytics,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-fontaine-3014,profile_url,margot fontaine,Margot Fontaine,linkedin.com/in/margot-fontaine-3014,Bellchamber Media,Chief Operating Officer,Marcus Aldridge,1,1,False,0
name:margot fontaine isenberg,name_only,margot fontaine isenberg,Margot Fontaine-Isenberg,,Inglenook Bakery,Platform Lead,Elena Duvall,1,1,False,1
linkedin.com/in/margot-gluckstein-8521,profile_url,margot gluckstein,Margot Glückstein,linkedin.com/in/margot-gluckstein-8521,Vespermill Analytics,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-gluckstein-marchetti-6993,profile_url,margot gluckstein marchetti,Margot Glückstein-Marchetti,linkedin.com/in/margot-gluckstein-marchetti-6993,Ambrose Trading,Head of Developer Productivity,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-grimsby-8354,profile_url,margot grimsby,Margot Grimsby,linkedin.com/in/margot-grimsby-8354,Bellchamber Media,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-halloran-7291,profile_url,margot halloran,Margot Halloran,linkedin.com/in/margot-halloran-7291,Xanthe Labs,"Senior Manager, Engineering",Priya Raghunathan,1,1,False,0
linkedin.com/in/margot-halloran-bellinger-5797,profile_url,margot halloran bellinger,Margot Halloran-Bellinger,linkedin.com/in/margot-halloran-bellinger-5797,Pale Harbour Studio,Chief Information Officer,Elena Duvall,1,1,False,0
linkedin.com/in/margot-hartigan-3579,profile_url,margot hartigan,Margot Hartigan,linkedin.com/in/margot-hartigan-3579,Quintrell Advisory,Platform Lead,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-havercamp-5963,profile_url,margot havercamp,Margot Havercamp,linkedin.com/in/margot-havercamp-5963,Priorwood Chemicals,Director of Software Engineering,Marcus Aldridge; Tomás Beckett,2,1,False,0
linkedin.com/in/margot-havercamp-bellinger-7668,profile_url,margot havercamp bellinger,Margot Havercamp-Bellinger,linkedin.com/in/margot-havercamp-bellinger-7668,Bellchamber Media,Head of Automation,Owen Trask,1,1,False,0
linkedin.com/in/margot-hojgaard-2903,profile_url,margot hojgaard,Margot Højgaard,linkedin.com/in/margot-hojgaard-2903,Corbridge Realty,Chief Information Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-hojgaard-oldfield-2868,profile_url,margot hojgaard oldfield,Margot Højgaard-Oldfield,linkedin.com/in/margot-hojgaard-oldfield-2868,Xanthe Labs,Director of IT,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-ibarra-4407,profile_url,margot ibarra,Margot Ibarra,linkedin.com/in/margot-ibarra-4407,Tannerly Design,Platform Lead,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-ingleby-1254,profile_url,margot ingleby,Margot Ingleby,linkedin.com/in/margot-ingleby-1254,Dunmowe Travel,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-isenberg-6972,profile_url,margot isenberg,Margot Isenberg,linkedin.com/in/margot-isenberg-6972,Dunmowe Travel,Platform Lead,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-jarrold-2452,profile_url,margot jarrold,Margot Jarrold,linkedin.com/in/margot-jarrold-2452,Zenner Foods,Head of Automation,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-jarrold-egerton-6655,profile_url,margot jarrold egerton,Margot Jarrold-Egerton,linkedin.com/in/margot-jarrold-egerton-6655,Fairbourne Fitness,Chief Information Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-kettleborough-1301,profile_url,margot kettleborough,Margot Kettleborough,linkedin.com/in/margot-kettleborough-1301,Inglenook Bakery,Principal Architect,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-kirkbride-8823,profile_url,margot kirkbride,Margot Kirkbride,linkedin.com/in/margot-kirkbride-8823,Rooksby Legal,Head of Automation,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-kirkbride-wolstenholme-8260,profile_url,margot kirkbride wolstenholme,Margot Kirkbride-Wolstenholme,linkedin.com/in/margot-kirkbride-wolstenholme-8260,Zenner Foods,Director of IT,Elena Duvall,1,1,False,0
linkedin.com/in/margot-lindqvist-3507,profile_url,margot lindqvist,Margot Lindqvist,linkedin.com/in/margot-lindqvist-3507,Pale Harbour Studio,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-lindqvist-falkenrath-2112,profile_url,margot lindqvist falkenrath,Margot Lindqvist-Falkenrath,linkedin.com/in/margot-lindqvist-falkenrath-2112,Quintrell Advisory,Engineering Manager,Elena Duvall,1,1,False,0
linkedin.com/in/margot-lomsadze-1713,profile_url,margot lomsadze,Margot Lomsadze,linkedin.com/in/margot-lomsadze-1713,Yardley Print,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-marchetti-3156,profile_url,margot marchetti,Margot Marchetti,linkedin.com/in/margot-marchetti-3156,Zenner Foods,Program Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-merriweather-7545,profile_url,margot merriweather,Margot Merriweather,linkedin.com/in/margot-merriweather-7545,Dunmowe Travel,Platform Lead,Priya Raghunathan,1,1,False,0
linkedin.com/in/margot-merriweather-achterberg-2562,profile_url,margot merriweather achterberg,Margot Merriweather-Achterberg,linkedin.com/in/margot-merriweather-achterberg-2562,Corbridge Realty,Engineering Manager,Elena Duvall,1,1,False,0
linkedin.com/in/margot-merriweather-ingleby-2967,profile_url,margot merriweather ingleby,Margot Merriweather-Ingleby,linkedin.com/in/margot-merriweather-ingleby-2967,Ambrose Trading,Head of Platform Engineering,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-mkhize-5677,profile_url,margot mkhize,Margot Mkhize,linkedin.com/in/margot-mkhize-5677,Elmsworth Tutors,VP Data & Analytics,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-nakashima-5750,profile_url,margot nakashima,Margot Nakashima,linkedin.com/in/margot-nakashima-5750,Ambrose Trading,Platform Lead,Priya Raghunathan,1,1,False,0
linkedin.com/in/margot-norrington-9543,profile_url,margot norrington,Margot Norrington,linkedin.com/in/margot-norrington-9543,Underwood & Vale,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-okonkwo-9178,profile_url,margot okonkwo,Margot Okonkwo,linkedin.com/in/margot-okonkwo-9178,Corbridge Realty,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-oldfield-7498,profile_url,margot oldfield,Margot Oldfield,linkedin.com/in/margot-oldfield-7498,Inglenook Bakery,Head of Innovation,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-oyelaran-7688,profile_url,margot oyelaran,Margot Oyelaran,linkedin.com/in/margot-oyelaran-7688,Whitlock Staffing,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-petrossian-3675,profile_url,margot petrossian,Margot Petrossian,linkedin.com/in/margot-petrossian-3675,Yardley Print,Chief Digital Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-prendergast-2226,profile_url,margot prendergast,Margot Prendergast,linkedin.com/in/margot-prendergast-2226,Vespermill Analytics,Product Director,Priya Raghunathan,1,1,False,0
linkedin.com/in/margot-quillane-4836,profile_url,margot quillane,Margot Quillane,linkedin.com/in/margot-quillane-4836,Dunmowe Travel,Program Manager,Marcus Aldridge,1,1,False,0
name:margot rushworth,name_only,margot rushworth,Margot Rushworth,,Zenner Foods,Head of Developer Productivity,Priya Raghunathan,1,1,False,1
linkedin.com/in/margot-salcedo-1491,profile_url,margot salcedo,Margot Salcedo,linkedin.com/in/margot-salcedo-1491,Quintrell Advisory,Head of Innovation,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-sandoval-1993,profile_url,margot sandoval,Margot Sandoval,linkedin.com/in/margot-sandoval-1993,Tannerly Design,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/margot-thackeray-6383,profile_url,margot thackeray,Margot Thackeray,linkedin.com/in/margot-thackeray-6383,Garrowby Books,Chief Information Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-underhill-7570,profile_url,margot underhill,Margot Underhill,linkedin.com/in/margot-underhill-7570,Corbridge Realty,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-vandermolen-4747,profile_url,margot vandermolen,Margot Vandermolen,linkedin.com/in/margot-vandermolen-4747,Corbridge Realty,Chief Information Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-vasquez-7132,profile_url,margot vasquez,Margot Vasquez,linkedin.com/in/margot-vasquez-7132,Pale Harbour Studio,VP Enterprise Architecture,Marcus Aldridge,1,1,False,0
linkedin.com/in/margot-wexford-4501,profile_url,margot wexford,Margot Wexford,linkedin.com/in/margot-wexford-4501,Garrowby Books,Head of Innovation,Priya Raghunathan,1,1,False,0
linkedin.com/in/margot-wolstenholme-8456,profile_url,margot wolstenholme,Margot Wolstenholme,linkedin.com/in/margot-wolstenholme-8456,Ondermark Consulting,"Senior Manager, Engineering",Dana Whitfield,1,1,False,0
linkedin.com/in/margot-yarrow-4563,profile_url,margot yarrow,Margot Yarrow,linkedin.com/in/margot-yarrow-4563,Tannerly Design,Director of IT,Dana Whitfield,1,1,False,0
linkedin.com/in/margot-zettergren-4541,profile_url,margot zettergren,Margot Zettergren,linkedin.com/in/margot-zettergren-4541,Vespermill Analytics,Platform Lead,Dana Whitfield,1,1,False,0
name:margot zubkov,name_only,margot zubkov,Margot Zubkov,,Dunmowe Travel,Engineering Manager,Marcus Aldridge,1,1,False,1
linkedin.com/in/marisol-achterberg-2880,profile_url,marisol achterberg,Marisol Achterberg,linkedin.com/in/marisol-achterberg-2880,Zenner Foods,Head of Innovation,Priya Raghunathan,1,1,False,0
linkedin.com/in/marisol-ashdown-8323,profile_url,marisol ashdown,Marisol Ashdown,linkedin.com/in/marisol-ashdown-8323,Inglenook Bakery,Chief Technology Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-balogun-7184,profile_url,marisol balogun,Marisol Balogun,linkedin.com/in/marisol-balogun-7184,Fairbourne Fitness,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-balogun-drummond-4056,profile_url,marisol balogun drummond,Marisol Balogun-Drummond,linkedin.com/in/marisol-balogun-drummond-4056,Highmoor Cycles,VP Data & Analytics,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-bellinger-2009,profile_url,marisol bellinger,Marisol Bellinger,linkedin.com/in/marisol-bellinger-2009,Quintrell Advisory,VP Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-brenneman-8915,profile_url,marisol brenneman,Marisol Brenneman,linkedin.com/in/marisol-brenneman-8915,Tannerly Design,Platform Lead,Priya Raghunathan,1,1,False,0
linkedin.com/in/marisol-cardoso-8367,profile_url,marisol cardoso,Marisol Cardoso,linkedin.com/in/marisol-cardoso-8367,Rooksby Legal,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-cathcart-9633,profile_url,marisol cathcart,Marisol Cathcart,linkedin.com/in/marisol-cathcart-9633,Ondermark Consulting,Head of Innovation,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-crowther-8756,profile_url,marisol crowther,Marisol Crowther,linkedin.com/in/marisol-crowther-8756,Vespermill Analytics,Head of Automation,Priya Raghunathan,1,1,False,0
linkedin.com/in/marisol-dellinger-2826,profile_url,marisol dellinger,Marisol Dellinger,linkedin.com/in/marisol-dellinger-2826,Inglenook Bakery,SVP Digital,Marcus Aldridge,1,1,False,0
linkedin.com/in/marisol-dobrescu-4560,profile_url,marisol dobrescu,Marisol Dobrescu,linkedin.com/in/marisol-dobrescu-4560,Dunmowe Travel,VP Enterprise Architecture,Tomás Beckett,1,1,False,0
linkedin.com/in/marisol-drummond-3989,profile_url,marisol drummond,Marisol Drummond,linkedin.com/in/marisol-drummond-3989,Ambrose Trading,Head of Innovation,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-eastcott-5970,profile_url,marisol eastcott,Marisol Eastcott,linkedin.com/in/marisol-eastcott-5970,Tannerly Design,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-eastcott-lomsadze-2641,profile_url,marisol eastcott lomsadze,Marisol Eastcott-Lomsadze,linkedin.com/in/marisol-eastcott-lomsadze-2641,Whitlock Staffing,Chief Data Officer,Owen Trask,1,1,False,0
linkedin.com/in/marisol-egerton-5224,profile_url,marisol egerton,Marisol Egerton,linkedin.com/in/marisol-egerton-5224,Vespermill Analytics,Program Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-fairweather-3761,profile_url,marisol fairweather,Marisol Fairweather,linkedin.com/in/marisol-fairweather-3761,Yardley Print,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/marisol-fairweather-cathcart-6340,profile_url,marisol fairweather cathcart,Marisol Fairweather-Cathcart,linkedin.com/in/marisol-fairweather-cathcart-6340,Inglenook Bakery,Head of Platform Engineering,Elena Duvall,1,1,False,0
